coin,name,networkList
SFG,SFinance,"[{'coin': 'SFG', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'SFinance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '3000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x8a6aca71a218301c7081d4e96d64292d3b275ce0', 'withdrawTips': None, 'depositTips': None}]"
SFI,Spice,"[{'coin': 'SFI', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'Spice', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0.0001', 'withdrawIntegerMultiple': None, 'withdrawMax': '100', 'withdrawMin': '0.002', 'sameAddress': False, 'contract': '0xb753428af26e81097e7fd17f40c88aaa3e04902c', 'withdrawTips': None, 'depositTips': None}]"
BDX,Beldex,"[{'coin': 'BDX', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 11, 'name': 'Beldex', 'network': 'BDX', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
X,AI-X,"[{'coin': 'X', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'AI-X', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '226970391459', 'withdrawIntegerMultiple': None, 'withdrawMax': '571428571428571.428571', 'withdrawMin': '325059920341.2', 'sameAddress': False, 'contract': '0x5f5166C4fdb9055efB24A7E75Cc1A21Ca8ca61a3', 'withdrawTips': None, 'depositTips': None}]"
SFL,SFL,"[{'coin': 'SFL', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 60, 'name': 'SFL', 'network': 'TAYCAN', 'withdrawEnable': True, 'withdrawFee': '20', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '50', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
POOLXOLD,PoolzFinance,"[{'coin': 'POOLXOLD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'PoolzFinance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xEef66125BfcFfdb1642C7E85a432cD1B78038399', 'withdrawTips': None, 'depositTips': None}]"
SFM,SafeMoon,"[{'coin': 'SFM', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'SafeMoon', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '7191', 'withdrawIntegerMultiple': None, 'withdrawMax': '840000000', 'withdrawMin': '8866.8', 'sameAddress': False, 'contract': '0x42981d0bfbAf196529376EE702F2a9Eb9092fcB5', 'withdrawTips': 'Please note that there will be an additional 1% fee for each transfer of SFM to the official smart contract.', 'depositTips': 'Please note that SFM will charge a 2% fee for each deposit (including 1% for transfer to official smart contracts and 1% for funds pooling on the platform).'}]"
SFP,SafePal,"[{'coin': 'SFP', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'SafePal', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '500000', 'withdrawMin': '1.02', 'sameAddress': False, 'contract': '0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb', 'withdrawTips': None, 'depositTips': None}]"
MERKLE,Merkle Network,"[{'coin': 'MERKLE', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Merkle Network', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '5700000', 'withdrawMin': '4.5', 'sameAddress': False, 'contract': '0x000000000ca5171087c18fb271ca844a2370fc0a', 'withdrawTips': None, 'depositTips': None}]"
SFT,Super Fan Token,"[{'coin': 'SFT', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 64, 'name': 'Super Fan Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '270000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x04fc4C365dA72bBd2d13e4Bc8eB1221664858051', 'withdrawTips': None, 'depositTips': None}]"
CLOAK,Cloak Protocol,"[{'coin': 'CLOAK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Cloak Protocol', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '5000', 'withdrawIntegerMultiple': None, 'withdrawMax': '4000000', 'withdrawMin': '8000', 'sameAddress': False, 'contract': '0xb4622193ca7c7580aC0ECc09C3B7bD74AEf0318d', 'withdrawTips': None, 'depositTips': None}]"
NEBL,NEBL,"[{'coin': 'NEBL', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 30, 'name': 'NEBL', 'network': 'NEBL', 'withdrawEnable': True, 'withdrawFee': '0.01', 'withdrawIntegerMultiple': None, 'withdrawMax': '150000', 'withdrawMin': '0.1', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
JUR,JUR,"[{'coin': 'JUR', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 20, 'name': 'JUR', 'network': 'JUR', 'withdrawEnable': True, 'withdrawFee': '183', 'withdrawIntegerMultiple': None, 'withdrawMax': '36650174', 'withdrawMin': '367', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
BEL,Bella,"[{'coin': 'BEL', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Bella', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '8', 'withdrawIntegerMultiple': None, 'withdrawMax': '500000', 'withdrawMin': '12', 'sameAddress': False, 'contract': '0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14', 'withdrawTips': None, 'depositTips': None}]"
JUS,JUS Token,"[{'coin': 'JUS', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'JUS Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '12500000', 'withdrawMin': '600', 'sameAddress': False, 'contract': '0x14ca41eecd7d81d5d13098586c0d2314eba285be', 'withdrawTips': None, 'depositTips': None}]"
JUV,Juventus Fan Token,"[{'coin': 'JUV', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 20, 'name': 'Juventus Fan Token', 'network': 'Chiliz Legacy Chain(CHZ)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '75000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x14A5750B0e54b57D12767B84A326C9fE59472Da5', 'withdrawTips': None, 'depositTips': None}]"
BEN,Ben,"[{'coin': 'BEN', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Ben', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '2850352', 'withdrawIntegerMultiple': None, 'withdrawMax': '11000000000', 'withdrawMin': '3425256', 'sameAddress': False, 'contract': '0xdcc97D2C1048e8F3F2Fc58ACE9024AB8b350e4B1', 'withdrawTips': None, 'depositTips': None}]"
IOEN,IOEN,"[{'coin': 'IOEN', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'IOEN', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '34000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x1e4E46b7BF03ECE908c88FF7cC4975560010893A', 'withdrawTips': None, 'depositTips': None}]"
SGB,Songbird,"[{'coin': 'SGB', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 100, 'name': 'Songbird', 'network': 'SGB', 'withdrawEnable': False, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '35000000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
SCPT,Script Network,"[{'coin': 'SCPT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Script Network', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '11', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '13.2', 'sameAddress': False, 'contract': '0x0669538FcdeF9A73CD37938eBa8c79E652BB93AA', 'withdrawTips': None, 'depositTips': None}]"
STRD,STRD,"[{'coin': 'STRD', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'STRD', 'network': 'STRD', 'withdrawEnable': False, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000', 'withdrawMin': '5', 'sameAddress': True, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
BEX,BrcExchange,"[{'coin': 'BEX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'BrcExchange', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '2', 'withdrawIntegerMultiple': None, 'withdrawMax': '60000', 'withdrawMin': '2.4', 'sameAddress': False, 'contract': '0x5D1480652B7DE79c76c6A29C8476aB3C5123DaFB', 'withdrawTips': None, 'depositTips': None}]"
STRP,Strips,"[{'coin': 'STRP', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Strips', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '9', 'sameAddress': False, 'contract': '0x97872EAfd79940C7b24f7BCc1EADb1457347ADc9', 'withdrawTips': None, 'depositTips': None}]"
STRM,StreamCoin,"[{'coin': 'STRM', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'StreamCoin', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '64', 'withdrawIntegerMultiple': None, 'withdrawMax': '15000000', 'withdrawMin': '84', 'sameAddress': False, 'contract': '0xC598275452fA319d75ee5f176FD3B8384925b425', 'withdrawTips': None, 'depositTips': None}]"
IOEX,ioeX,"[{'coin': 'IOEX', 'depositDesc': 'Deposit suspended due to on-chain maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'ioeX', 'network': 'IOEX', 'withdrawEnable': False, 'withdrawFee': '20', 'withdrawIntegerMultiple': None, 'withdrawMax': '83000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
STRK,Strike Finance,"[{'coin': 'STRK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Strike Finance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0.5551', 'withdrawIntegerMultiple': None, 'withdrawMax': '16666.666666', 'withdrawMin': '2.09328', 'sameAddress': False, 'contract': '0x74232704659ef37c08995e386A2E26cc27a8d7B1', 'withdrawTips': None, 'depositTips': ""Please Note this cryptocurrency is not correlated to StarkNet Token (STRK), please carefully assess the risks and make a decision based on your risk tolerance.The last digits of the token's contract address are d7B1, please make sure they're correct before taking action.""}]"
BFC,Bifrost,"[{'coin': 'BFC', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Bifrost', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '83', 'withdrawIntegerMultiple': None, 'withdrawMax': '4000000', 'withdrawMin': '163.2', 'sameAddress': False, 'contract': '0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c', 'withdrawTips': None, 'depositTips': None}]"
NEER,MetaverseNetworkPioneer,"[{'coin': 'NEER', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 10, 'name': 'MetaverseNetworkPioneer', 'network': 'NEER', 'withdrawEnable': False, 'withdrawFee': '0.5', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000', 'withdrawMin': '1', 'sameAddress': False, 'contract': None, 'withdrawTips': None, 'depositTips': None}]"
SGT,Suzuverse,"[{'coin': 'SGT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Suzuverse', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '2', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x5b649C07E7Ba0a1C529DEAabEd0b47699919B4a2', 'withdrawTips': None, 'depositTips': None}]"
FLUXB,FluxBot,"[{'coin': 'FLUXB', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 100, 'name': 'FluxBot', 'network': 'Solana(SOL)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '0.5', 'sameAddress': False, 'contract': 'FLUXBmPhT3Fd1EDVFdg46YREqHBeNypn1h4EbnTzWERX', 'withdrawTips': 'Please note that there will be an additional  3% fee for each transfer of FLUXB to the official smart contract.', 'depositTips': 'Please note that FLUXB will charge a 6% fee for each deposit (including 3% for transfer to official smart contracts and 3% for funds pooling on the platform).'}]"
POKEMON2,Pokemon 2.0,"[{'coin': 'POKEMON2', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Pokemon 2.0', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '2423291473007023', 'withdrawIntegerMultiple': None, 'withdrawMax': '4000000000000000000', 'withdrawMin': '3074281902332282.4', 'sameAddress': False, 'contract': '0x73d5B2f081ceDf63A9e660a22088C7724aF78774', 'withdrawTips': None, 'depositTips': None}]"
ETERNAL,CryptoMines,"[{'coin': 'ETERNAL', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'CryptoMines', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '3', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '3.6', 'sameAddress': False, 'contract': '0xD44FD09d74cd13838F137B590497595d6b3FEeA4', 'withdrawTips': None, 'depositTips': None}]"
OCTAVUS,Octavus Prime AI,"[{'coin': 'OCTAVUS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Octavus Prime AI', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '16286', 'withdrawIntegerMultiple': None, 'withdrawMax': '66666666.666666', 'withdrawMin': '18594', 'sameAddress': False, 'contract': '0x27348C55a6CA17f0d3cb75049c21A04e08CF6E78', 'withdrawTips': None, 'depositTips': None}]"
BFR,Buffer Finance,"[{'coin': 'BFR', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'Buffer Finance', 'network': 'Arbitrum One(ARB)', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '450000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '0x1A5B0aaF478bf1FDA7b934c76E7692D722982a6D', 'withdrawTips': None, 'depositTips': None}]"
BFT,Brazil National Fan,"[{'coin': 'BFT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 30, 'name': 'Brazil National Fan', 'network': 'BITCI', 'withdrawEnable': True, 'withdrawFee': '3', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x4270A3D1a61FC6b86Ea9E19730E529ACEe592c3B', 'withdrawTips': None, 'depositTips': None}]"
UNBNK,Unbanked,"[{'coin': 'UNBNK', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Unbanked', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '320000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x06B884e60794Ce02AafAb13791B59A2e6A07442f', 'withdrawTips': None, 'depositTips': None}]"
SHI,Shirtum,"[{'coin': 'SHI', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Shirtum', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1500000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x7269d98af4aa705e0b1a5d8512fadb4d45817d5a', 'withdrawTips': None, 'depositTips': None}]"
FLUX1,FLUX,"[{'coin': 'FLUX1', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 80, 'name': 'Flux', 'network': 'ZEL', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '400000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}, {'coin': 'FLUX1', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'FLUX', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '400000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '0xaff9084f2374585879e8b434c399e29e80cce635', 'withdrawTips': None, 'depositTips': None}, {'coin': 'FLUX1', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'FLUX', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '12.33', 'withdrawIntegerMultiple': None, 'withdrawMax': '400000', 'withdrawMin': '31.2', 'sameAddress': False, 'contract': '0x720cd16b011b987da3518fbf38c3071d4f0d1495', 'withdrawTips': None, 'depositTips': None}]"
CEEK,CEEK,"[{'coin': 'CEEK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'CEEK', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '4', 'withdrawIntegerMultiple': None, 'withdrawMax': '2600000', 'withdrawMin': '4.8', 'sameAddress': False, 'contract': '0xe0f94ac5462997d2bc57287ac3a3ae4c31345d66', 'withdrawTips': None, 'depositTips': None}, {'coin': 'CEEK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'CEEK', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '113', 'withdrawIntegerMultiple': None, 'withdrawMax': '2600000', 'withdrawMin': '198', 'sameAddress': False, 'contract': '0xb056c38f6b7dc4064367403e26424cd2c60655e1', 'withdrawTips': None, 'depositTips': None}]"
BSCX,LaunchZone,"[{'coin': 'BSCX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'LaunchZone', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000', 'withdrawMin': '0.6', 'sameAddress': False, 'contract': '0x5ac52ee5b2a633895292ff6d8a89bb9190451587', 'withdrawTips': None, 'depositTips': None}]"
BGB,Bitget Token,"[{'coin': 'BGB', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Bitget Token', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '12.5', 'withdrawIntegerMultiple': None, 'withdrawMax': '500000', 'withdrawMin': '30', 'sameAddress': False, 'contract': '0x19de6b897Ed14A376Dda0Fe53a5420D2aC828a28', 'withdrawTips': None, 'depositTips': None}]"
BSCS,BSCS,"[{'coin': 'BSCS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'BSCS', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '35', 'withdrawIntegerMultiple': None, 'withdrawMax': '24000000', 'withdrawMin': '90', 'sameAddress': False, 'contract': '0xbcb24afb019be7e93ea9c43b7e22bb55d5b7f45d', 'withdrawTips': None, 'depositTips': None}]"
BBDC,Block Beat Network,"[{'coin': 'BBDC', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 60, 'name': 'Block Beat Network', 'network': 'BDCC', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0x2C8590005a07F4386D2A5473171D4E65243c41A8', 'withdrawTips': None, 'depositTips': None}]"
